symbol,date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,typical_price,traded_value,source
META,2023-02-17,170.22000122070312,173.17999267578125,169.6999969482422,172.8800048828125,171.68077087402344,24171300,0.0,0.0,171.9199981689453,4155529851.741028,yahoo
META,2023-02-21,174.30999755859375,178.1699981689453,171.8800048828125,172.0800018310547,170.88629150390625,34592600,0.0,0.0,174.0433349609375,6020611468.969727,yahoo
META,2023-02-22,171.07000732421875,172.75999450683594,169.69000244140625,171.1199951171875,169.93295288085938,22433200,0.0,0.0,171.18999735514322,3840339448.667399,yahoo
META,2023-02-23,172.0,173.69000244140625,169.3800048828125,172.0399932861328,170.84657287597656,20017800,0.0,0.0,171.70333353678384,3437122990.072632,yahoo
META,2023-02-24,168.63999938964844,170.72000122070312,167.66000366210938,170.38999938964844,169.20802307128906,19791300,0.0,0.0,169.59000142415366,3356406595.185852,yahoo
META,2023-02-27,171.8800048828125,173.1199951171875,169.05999755859375,169.5399932861328,168.36392211914062,19277000,0.0,0.0,170.57332865397134,3288142056.4626055,yahoo
META,2023-02-28,171.89999389648438,177.5500030517578,171.8699951171875,174.94000244140625,173.72645568847656,46051100,0.0,0.0,174.7866668701172,8049118274.702454,yahoo
META,2023-03-01,174.58999633789062,177.85000610351562,173.0500030517578,173.4199981689453,172.21701049804688,30998400,0.0,0.0,174.7733357747396,5417693771.6796875,yahoo
META,2023-03-02,172.3800048828125,175.00999450683594,171.42999267578125,174.52999877929688,173.3192901611328,17352000,0.0,0.0,173.6566619873047,3013290398.803711,yahoo
META,2023-03-03,178.9199981689453,186.6199951171875,177.0500030517578,185.25,183.96493530273438,45877700,0.0,0.0,182.97333272298178,8394395666.665141,yahoo
META,2023-03-06,188.0,189.66000366210938,184.63999938964844,184.89999389648438,183.6173858642578,33209400,0.0,0.0,186.3999989827474,6190232126.217651,yahoo
META,2023-03-07,189.0,190.36000061035156,184.00999450683594,184.50999450683594,183.23007202148438,36701500,0.0,0.0,186.29332987467447,6837244646.395365,yahoo
META,2023-03-08,182.8699951171875,185.25999450683594,181.33999633789062,184.97000122070312,183.6868896484375,19432400,0.0,0.0,183.8566640218099,3572776237.937419,yahoo
META,2023-03-09,186.35000610351562,188.92999267578125,180.3000030517578,181.69000244140625,180.4296417236328,26582800,0.0,0.0,183.63999938964844,4881665375.7751465,yahoo
META,2023-03-10,181.00999450683594,184.77000427246094,178.8000030517578,179.50999450683594,178.2647705078125,25665000,0.0,0.0,181.02666727701822,4646049415.664673,yahoo
META,2023-03-13,177.9600067138672,183.77999877929688,174.82000732421875,180.89999389648438,179.64512634277344,24728000,0.0,0.0,179.83333333333334,4446918666.666667,yahoo
META,2023-03-14,187.5800018310547,194.32000732421875,186.55999755859375,194.02000427246094,192.67413330078125,41642600,0.0,0.0,191.63333638509116,7980110373.749797,yahoo
META,2023-03-15,192.9499969482422,197.77999877929688,190.83999633789062,197.75,196.37823486328125,42123600,0.0,0.0,195.4566650390625,8233338375.439453,yahoo
META,2023-03-16,198.25999450683594,205.75999450683594,196.08999633789062,204.92999267578125,203.5084228515625,50447100,0.0,0.0,202.25999450683594,10203430168.885803,yahoo
META,2023-03-17,200.55999755859375,201.89999389648438,195.42999267578125,195.61000061035156,194.2530975341797,50141100,0.0,0.0,197.64666239420572,9910221063.774109,yahoo
META,2023-03-20,198.47999572753906,199.36000061035156,193.63999938964844,197.80999755859375,196.4378204345703,25186300,0.0,0.0,196.9366658528646,4960105947.170004,yahoo
META,2023-03-21,203.1999969482422,203.5500030517578,197.9499969482422,202.16000366210938,200.7576446533203,31827000,0.0,0.0,201.22000122070312,6404228978.851318,yahoo
META,2023-03-22,202.5,207.3699951171875,199.6699981689453,199.80999755859375,198.42393493652344,28477800,0.0,0.0,202.28333028157553,5760584223.092651,yahoo
META,2023-03-23,202.83999633789062,207.8800048828125,202.14999389648438,204.27999877929688,202.86293029785156,27389700,0.0,0.0,204.7699991861979,5608588846.710205,yahoo
META,2023-03-24,205.17999267578125,207.5800018310547,203.5500030517578,206.00999450683594,204.58090209960938,27716400,0.0,0.0,205.7133331298828,5701633026.361084,yahoo
META,2023-03-27,204.80999755859375,205.86000061035156,201.36000061035156,202.83999633789062,201.43292236328125,18527200,0.0,0.0,203.35333251953125,3767567862.2558594,yahoo
META,2023-03-28,200.14999389648438,201.02999877929688,197.89999389648438,200.67999267578125,199.2879180908203,19127300,0.0,0.0,199.8699951171875,3822973357.6049805,yahoo
META,2023-03-29,203.55999755859375,205.72000122070312,202.5399932861328,205.35000610351562,203.92550659179688,18851100,0.0,0.0,204.5366668701172,3855741160.835266,yahoo
META,2023-03-30,203.3800048828125,208.08999633789062,202.82000732421875,207.83999633789062,206.3982391357422,22608300,0.0,0.0,206.25,4662961875.0,yahoo
META,2023-03-31,207.24000549316406,212.1699981689453,206.77000427246094,211.94000244140625,210.46978759765625,25440300,0.0,0.0,210.2933349609375,5349925529.406738,yahoo
META,2023-04-03,208.83999633789062,213.49000549316406,208.1999969482422,213.07000732421875,211.5919647216797,17924600,0.0,0.0,211.586669921875,3792606423.6816406,yahoo
META,2023-04-04,213.38999938964844,216.24000549316406,212.5399932861328,214.72000122070312,213.23048400878906,21026400,0.0,0.0,214.5,4510162800.0,yahoo
META,2023-04-05,214.14999389648438,215.19000244140625,209.94000244140625,211.47999572753906,210.01296997070312,19396600,0.0,0.0,212.20333353678384,4116023179.2795815,yahoo
META,2023-04-06,209.25,216.94000244140625,208.64999389648438,216.10000610351562,214.6009521484375,26104400,0.0,0.0,213.89666748046875,5583644166.577148,yahoo
META,2023-04-10,214.7100067138672,215.66000366210938,210.66000366210938,214.75,213.26031494140625,16106100,0.0,0.0,213.69000244140625,3441712548.321533,yahoo
META,2023-04-11,215.47999572753906,216.02000427246094,213.41000366210938,213.85000610351562,212.36656188964844,16710100,0.0,0.0,214.42667134602866,3583091120.8592734,yahoo
META,2023-04-12,214.83999633789062,216.83999633789062,212.5800018310547,214.0,212.5155029296875,18972200,0.0,0.0,214.47333272298178,4069030963.086955,yahoo
META,2023-04-13,215.72999572753906,221.14999389648438,215.69000244140625,220.35000610351562,218.82144165039062,23310400,0.0,0.0,219.0633341471354,5106453944.303385,yahoo
