symbol,date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,typical_price,traded_value,source
GOOGL,2023-02-17,94.8499984741211,95.55999755859375,93.20999908447266,94.3499984741211,93.6424560546875,34284100,0.0,0.0,94.37333170572917,3235504741.5323896,yahoo
GOOGL,2023-02-21,93.0,93.0999984741211,91.72000122070312,91.79000091552734,91.1016616821289,33629300,0.0,0.0,92.20333353678386,3100733564.5085654,yahoo
GOOGL,2023-02-22,91.69999694824219,92.11000061035156,90.61000061035156,91.6500015258789,90.96271514892578,30884000,0.0,0.0,91.45666758219402,2824547721.60848,yahoo
GOOGL,2023-02-23,91.91999816894531,91.94000244140625,89.76000213623047,90.88999938964844,90.20841217041016,41206400,0.0,0.0,90.86333465576172,3744150913.1591797,yahoo
GOOGL,2023-02-24,89.44000244140625,89.88999938964844,88.58000183105469,89.12999725341797,88.46160125732422,36585100,0.0,0.0,89.1999994913737,3263390901.391856,yahoo
GOOGL,2023-02-27,89.87000274658203,90.16000366210938,89.33999633789062,89.87000274658203,89.19606018066406,27502300,0.0,0.0,89.79000091552734,2469431542.1791077,yahoo
GOOGL,2023-02-28,89.33000183105469,91.2300033569336,89.31999969482422,90.05999755859375,89.3846435546875,30142000,0.0,0.0,90.20333353678386,2718908879.4657393,yahoo
GOOGL,2023-03-01,89.9800033569336,91.02999877929688,89.66999816894531,90.36000061035156,89.68238830566406,31111200,0.0,0.0,90.35333251953125,2811000598.6816406,yahoo
GOOGL,2023-03-02,89.66000366210938,92.27999877929688,89.58999633789062,92.0,91.31008911132812,32204400,0.0,0.0,91.28999837239583,2939939623.5839844,yahoo
GOOGL,2023-03-03,92.4800033569336,93.7300033569336,92.44999694824219,93.6500015258789,92.94770812988281,35160100,0.0,0.0,93.27666727701823,3279616949.126689,yahoo
GOOGL,2023-03-06,94.0199966430664,95.97000122070312,94.0,95.12999725341797,94.41661071777344,32639300,0.0,0.0,95.03333282470703,3101821460.06546,yahoo
GOOGL,2023-03-07,94.9800033569336,95.66999816894531,93.52999877929688,93.86000061035156,93.15613555908203,27835500,0.0,0.0,94.35333251953125,2626372187.347412,yahoo
GOOGL,2023-03-08,94.12000274658203,95.95999908447266,94.0,94.25,93.54320526123047,34103300,0.0,0.0,94.73666636149089,3230832953.9258323,yahoo
GOOGL,2023-03-09,94.05000305175781,95.52999877929688,91.9000015258789,92.31999969482422,91.62767791748047,28813500,0.0,0.0,93.25,2686858875.0,yahoo
GOOGL,2023-03-10,92.16999816894531,92.79000091552734,90.4000015258789,90.62999725341797,89.95035552978516,35941000,0.0,0.0,91.27333323160808,3280454869.677226,yahoo
GOOGL,2023-03-13,90.08999633789062,92.56999969482422,89.41999816894531,91.11000061035156,90.42676544189453,37335600,0.0,0.0,91.03333282470703,3398784101.010132,yahoo
GOOGL,2023-03-14,92.55999755859375,94.36000061035156,92.44000244140625,93.97000122070312,93.26531219482422,36050200,0.0,0.0,93.59000142415364,3373938269.3410234,yahoo
GOOGL,2023-03-15,93.22000122070312,96.93000030517578,92.63999938964844,96.11000061035156,95.38927459716797,50622100,0.0,0.0,95.22666676839192,4820573847.816213,yahoo
GOOGL,2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,99.56768798828125,65492000,0.0,0.0,99.00333404541016,6483926353.302002,yahoo
GOOGL,2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,100.85794830322266,61028500,0.0,0.0,101.51999918619792,6195613270.33488,yahoo
GOOGL,2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,100.46095275878906,32960400,0.0,0.0,100.94666798909505,3327242555.5877686,yahoo
GOOGL,2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,104.1332015991211,42110300,0.0,0.0,103.74666595458984,4368803227.347565,yahoo
GOOGL,2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,102.59481811523438,43427400,0.0,0.0,104.43000030517578,4535123395.252991,yahoo
GOOGL,2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,104.80809783935547,40797800,0.0,0.0,105.45333353678386,4302264010.967001,yahoo
GOOGL,2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,104.64930725097656,30393300,0.0,0.0,104.92333221435547,3188966312.99057,yahoo
GOOGL,2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,101.69163513183594,31120900,0.0,0.0,103.0500005086263,3207008760.828908,yahoo
GOOGL,2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,100.27237701416016,32057900,0.0,0.0,101.07333119710286,3240198744.183604,yahoo
GOOGL,2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,100.62966918945312,28779600,0.0,0.0,101.50999959309895,2921417184.289551,yahoo
GOOGL,2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,100.1334228515625,33086200,0.0,0.0,100.61000061035156,3328802602.194214,yahoo
GOOGL,2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,102.95211791992188,36863400,0.0,0.0,102.8866678873698,3792752392.9992676,yahoo
GOOGL,2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,103.57740020751953,25035400,0.0,0.0,103.6066665649414,2593834340.119934,yahoo
GOOGL,2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,103.93470001220703,24420100,0.0,0.0,104.78000132242839,2558738110.2938337,yahoo
