symbol,date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,typical_price,traded_value,source
AMZN,2023-02-17,97.80000305175781,97.94000244140625,95.6500015258789,97.19999694824219,97.19999694824219,60029400,0.0,0.0,96.93000030517578,5818649760.319519,yahoo
AMZN,2023-02-21,95.33999633789062,95.61000061035156,94.2699966430664,94.58000183105469,94.58000183105469,56580400,0.0,0.0,94.81999969482422,5364953510.733032,yahoo
AMZN,2023-02-22,95.0999984741211,97.01000213623047,94.80000305175781,95.79000091552734,95.79000091552734,59534100,0.0,0.0,95.86666870117188,5707335841.122437,yahoo
AMZN,2023-02-23,96.12000274658203,96.43000030517578,93.66999816894531,95.81999969482422,95.81999969482422,48467000,0.0,0.0,95.30666605631511,4619228183.751425,yahoo
AMZN,2023-02-24,93.52999877929688,94.13999938964844,92.31999969482422,93.5,93.5,57053800,0.0,0.0,93.31999969482422,5324260598.588562,yahoo
AMZN,2023-02-27,94.27999877929688,94.77999877929688,93.13999938964844,93.76000213623047,93.76000213623047,47470300,0.0,0.0,93.8933334350586,4457144706.162262,yahoo
AMZN,2023-02-28,93.13999938964844,94.69000244140625,92.91999816894531,94.2300033569336,94.2300033569336,43959300,0.0,0.0,93.94666798909505,4129829762.133026,yahoo
AMZN,2023-03-01,93.87000274658203,94.68000030517578,91.58999633789062,92.16999816894531,92.16999816894531,52299500,0.0,0.0,92.8133316040039,4854090836.223602,yahoo
AMZN,2023-03-02,91.41000366210938,92.2300033569336,90.38999938964844,92.12999725341797,92.12999725341797,55509400,0.0,0.0,91.58333333333333,5083735883.333333,yahoo
AMZN,2023-03-03,92.73999786376953,94.94000244140625,92.66000366210938,94.9000015258789,94.9000015258789,55759600,0.0,0.0,94.16666920979817,5250695808.470662,yahoo
AMZN,2023-03-06,95.19000244140625,96.55000305175781,93.73999786376953,93.75,93.75,52112400,0.0,0.0,94.68000030517578,4934002047.903442,yahoo
AMZN,2023-03-07,94.05999755859375,95.08999633789062,92.77999877929688,93.55000305175781,93.55000305175781,49100700,0.0,0.0,93.80666605631511,4605972968.031311,yahoo
